time,loaded,inserted,running,waiting,ended,meanWaitingTime,meanTravelTime,meanSpeed
2162.0,1113,1082,38,0,1044,1.12,65.12,8.24
2163.0,1113,1082,38,0,1044,1.12,65.12,8.22
2164.0,1113,1083,38,0,1045,1.12,65.1,8.25
2165.0,1113,1083,37,0,1046,1.12,65.09,8.38
2166.0,1113,1084,37,0,1047,1.12,65.05,8.22
2167.0,1113,1084,36,0,1048,1.12,65.05,8.3
2168.0,1113,1085,36,0,1049,1.12,65.09,7.66
2169.0,1113,1085,36,0,1049,1.12,65.09,7.55
2170.0,1113,1086,36,0,1050,1.12,65.16,7.22
2171.0,1113,1086,36,0,1050,1.12,65.16,7.67
2172.0,1113,1087,37,0,1050,1.11,65.16,7.78
2173.0,1113,1087,37,0,1050,1.11,65.16,8.21
2174.0,1113,1088,37,0,1051,1.11,65.15,8.75
2175.0,1113,1088,37,0,1051,1.11,65.15,9.51
2176.0,1113,1089,38,0,1051,1.11,65.15,9.58
2177.0,1113,1089,35,0,1054,1.11,65.21,9.56
2178.0,1113,1089,34,1,1055,1.11,65.17,9.79
2179.0,1113,1090,35,0,1055,1.11,65.17,9.6
2180.0,1113,1091,35,0,1056,1.11,65.2,9.18
2181.0,1113,1091,35,0,1056,1.11,65.2,8.8
2182.0,1113,1092,36,0,1056,1.11,65.2,8.33
2183.0,1113,1092,36,0,1056,1.11,65.2,8.22
2184.0,1113,1093,37,0,1056,1.11,65.2,8.54
2185.0,1113,1093,36,0,1057,1.11,65.25,8.69
2186.0,1113,1094,37,0,1057,1.11,65.25,8.78
2187.0,1113,1094,37,0,1057,1.11,65.25,8.89
2188.0,1113,1095,38,0,1057,1.11,65.25,9.02
2189.0,1113,1095,38,0,1057,1.11,65.25,8.73
2190.0,1113,1096,39,0,1057,1.11,65.25,8.52
2191.0,1113,1096,39,0,1057,1.11,65.25,8.88
2192.0,1113,1097,40,0,1057,1.11,65.25,8.93
2193.0,1113,1097,40,0,1057,1.11,65.25,9.53
2194.0,1113,1098,41,0,1057,1.1,65.25,9.78
2195.0,1113,1098,41,0,1057,1.1,65.25,10.17
2196.0,1113,1099,41,0,1058,1.1,65.29,10.13
2197.0,1113,1099,41,0,1058,1.1,65.29,10.24
2198.0,1113,1100,42,0,1058,1.1,65.29,10.14
2199.0,1113,1100,42,0,1058,1.1,65.29,10.35
2200.0,1113,1101,40,0,1061,1.1,65.27,9.66
2201.0,1113,1101,40,0,1061,1.1,65.27,9.98
2202.0,1113,1101,40,1,1061,1.1,65.27,9.84
2203.0,1113,1102,41,0,1061,1.1,65.27,9.88
2204.0,1113,1103,41,0,1062,1.1,65.39,9.55
2205.0,1113,1103,40,0,1063,1.1,65.52,9.24
2206.0,1113,1104,41,0,1063,1.1,65.52,9.04
2207.0,1113,1104,41,0,1063,1.1,65.52,9.48
2208.0,1113,1105,42,0,1063,1.1,65.52,9.48
2209.0,1113,1105,42,0,1063,1.1,65.52,9.7
2210.0,1113,1105,42,1,1063,1.1,65.52,10.38
2211.0,1113,1106,42,0,1064,1.1,65.55,10.6
2212.0,1113,1107,41,0,1066,1.1,65.54,10.89
2213.0,1113,1107,40,0,1067,1.1,65.54,11.17
2214.0,1113,1107,39,1,1068,1.1,65.51,11.16
2215.0,1113,1108,40,0,1068,1.1,65.51,11.0
2216.0,1113,1109,40,0,1069,1.1,65.51,10.74
2217.0,1113,1109,39,0,1070,1.1,65.49,11.15
2218.0,1113,1110,38,0,1072,1.1,65.5,10.61
2219.0,1113,1110,37,0,1073,1.1,65.48,10.37
2220.0,1113,1111,37,0,1074,1.09,65.46,9.9
2221.0,1113,1111,35,0,1076,1.09,65.5,9.68
2222.0,1113,1112,35,0,1077,1.09,65.51,9.77
2223.0,1113,1112,32,0,1080,1.09,65.54,9.67
2224.0,1214,1113,33,0,1080,1.09,65.54,9.93
2225.0,1214,1113,33,0,1080,1.09,65.54,10.57
2226.0,1214,1114,32,0,1082,1.09,65.63,10.29
2227.0,1214,1114,32,0,1082,1.09,65.63,10.96
2228.0,1214,1115,33,0,1082,1.09,65.63,11.33
2229.0,1214,1115,33,0,1082,1.09,65.63,11.84
2230.0,1214,1116,32,0,1084,1.09,65.66,10.76
2231.0,1214,1116,32,0,1084,1.09,65.66,10.69
2232.0,1214,1117,33,0,1084,1.09,65.66,10.25
2233.0,1214,1117,32,0,1085,1.09,65.63,10.31
2234.0,1214,1118,33,0,1085,1.09,65.63,10.6
2235.0,1214,1118,32,0,1086,1.09,65.61,10.89
2236.0,1214,1119,30,0,1089,1.09,65.64,10.38
2237.0,1214,1119,30,0,1089,1.09,65.64,10.84
2238.0,1214,1120,31,0,1089,1.09,65.64,10.99
2239.0,1214,1120,30,0,1090,1.09,65.64,11.06
2240.0,1214,1121,31,0,1090,1.08,65.64,10.62
2241.0,1214,1121,31,0,1090,1.08,65.64,10.46
2242.0,1214,1121,31,1,1090,1.08,65.64,10.61
2243.0,1214,1121,31,1,1090,1.08,65.64,10.76
2244.0,1214,1123,33,0,1090,1.08,65.64,10.07
2245.0,1214,1123,32,0,1091,1.08,65.78,9.99
2246.0,1214,1124,33,0,1091,1.08,65.78,9.83
2247.0,1214,1124,33,0,1091,1.08,65.78,10.03
2248.0,1214,1125,33,0,1092,1.08,65.76,9.91
2249.0,1214,1125,33,0,1092,1.08,65.76,10.11
2250.0,1214,1126,33,0,1093,1.08,65.81,10.28
2251.0,1214,1126,31,0,1095,1.08,65.82,9.84
2252.0,1214,1127,32,0,1095,1.08,65.82,9.49
2253.0,1214,1127,31,0,1096,1.08,65.84,9.19
2254.0,1214,1128,31,0,1097,1.08,65.82,8.72
2255.0,1214,1128,31,0,1097,1.08,65.82,9.11
2256.0,1214,1129,32,0,1097,1.08,65.82,9.3
2257.0,1214,1129,32,0,1097,1.08,65.82,9.73
2258.0,1214,1130,32,0,1098,1.08,65.88,9.47
2259.0,1214,1130,31,0,1099,1.08,65.85,9.85
2260.0,1214,1131,32,0,1099,1.08,65.85,10.03
2261.0,1214,1131,31,0,1100,1.08,65.82,10.0
2262.0,1214,1132,32,0,1100,1.08,65.82,10.09
2263.0,1214,1132,32,0,1100,1.08,65.82,10.7
2264.0,1214,1133,33,0,1100,1.08,65.82,10.99
2265.0,1214,1133,33,0,1100,1.08,65.82,11.07
2266.0,1214,1133,30,1,1103,1.08,65.76,10.27
2267.0,1214,1133,30,1,1103,1.08,65.76,9.82
2268.0,1214,1135,32,0,1103,1.07,65.76,9.28
2269.0,1214,1135,32,0,1103,1.07,65.76,9.35
2270.0,1214,1136,33,0,1103,1.07,65.76,9.03
2271.0,1214,1136,33,0,1103,1.07,65.76,8.9
2272.0,1214,1137,34,0,1103,1.07,65.76,8.8
2273.0,1214,1137,34,0,1103,1.07,65.76,9.32
2274.0,1214,1137,34,1,1103,1.07,65.76,9.75
2275.0,1214,1138,35,0,1103,1.07,65.76,9.43
2276.0,1214,1139,36,0,1103,1.07,65.76,9.18
2277.0,1214,1139,35,0,1104,1.07,65.75,8.95
2278.0,1214,1140,36,0,1104,1.07,65.75,8.81
2279.0,1214,1140,35,0,1105,1.07,65.72,9.07
2280.0,1214,1141,36,0,1105,1.07,65.72,9.15
2281.0,1214,1141,36,0,1105,1.07,65.72,9.52
2282.0,1214,1142,37,0,1105,1.07,65.72,9.47
2283.0,1214,1142,37,0,1105,1.07,65.72,9.65
2284.0,1214,1143,37,0,1106,1.07,65.7,9.41
2285.0,1214,1143,37,0,1106,1.07,65.7,9.87
2286.0,1214,1144,38,0,1106,1.07,65.7,9.8
2287.0,1214,1144,38,0,1106,1.07,65.7,9.87
2288.0,1214,1145,36,0,1109,1.07,65.67,9.26
2289.0,1214,1145,36,0,1109,1.07,65.67,9.48
2290.0,1214,1146,37,0,1109,1.07,65.67,9.61
2291.0,1214,1146,37,0,1109,1.07,65.67,10.37
2292.0,1214,1147,38,0,1109,1.06,65.67,10.45
2293.0,1214,1147,35,0,1112,1.06,65.71,10.3
2294.0,1214,1148,35,0,1113,1.06,65.69,9.67
2295.0,1214,1148,35,0,1113,1.06,65.69,9.4
2296.0,1214,1148,35,1,1113,1.06,65.69,9.21
2297.0,1214,1149,35,0,1114,1.06,65.7,8.92
2298.0,1214,1150,36,0,1114,1.06,65.7,8.82
2299.0,1214,1150,35,0,1115,1.06,65.7,8.84
2300.0,1214,1151,36,0,1115,1.06,65.7,8.78
2301.0,1214,1151,36,0,1115,1.06,65.7,8.72
2302.0,1214,1152,37,0,1115,1.06,65.7,8.8
2303.0,1214,1152,36,0,1116,1.06,65.74,9.16
2304.0,1214,1153,37,0,1116,1.06,65.74,9.27
2305.0,1214,1153,35,0,1118,1.06,65.7,9.35
2306.0,1214,1154,34,0,1120,1.06,65.68,9.17
2307.0,1214,1154,34,0,1120,1.06,65.68,9.66
2308.0,1214,1155,35,0,1120,1.06,65.68,10.24
2309.0,1214,1155,34,0,1121,1.06,65.72,10.31
2310.0,1214,1156,34,0,1122,1.06,65.71,9.72
2311.0,1214,1156,34,0,1122,1.06,65.71,9.91
2312.0,1214,1156,33,1,1123,1.06,65.67,10.87
2313.0,1214,1157,34,0,1123,1.06,65.67,10.93
2314.0,1214,1157,33,1,1124,1.06,65.65,11.25
2315.0,1214,1158,33,0,1125,1.06,65.66,11.22
2316.0,1214,1159,33,0,1126,1.06,65.63,10.67
2317.0,1214,1159,33,0,1126,1.06,65.63,10.45
2318.0,1214,1160,34,0,1126,1.06,65.63,10.3
2319.0,1214,1160,34,0,1126,1.06,65.63,10.26
2320.0,1214,1161,35,0,1126,1.05,65.63,10.77
2321.0,1214,1161,34,0,1127,1.05,65.66,10.98
2322.0,1214,1162,35,0,1127,1.05,65.66,11.11
2323.0,1214,1162,34,0,1128,1.05,65.63,11.21
2324.0,1214,1163,35,0,1128,1.05,65.63,10.95
2325.0,1214,1163,34,0,1129,1.05,65.59,10.6
2326.0,1214,1164,35,0,1129,1.05,65.59,10.37
2327.0,1214,1164,35,0,1129,1.05,65.59,10.67
2328.0,1214,1165,36,0,1129,1.05,65.59,10.58
2329.0,1214,1165,36,0,1129,1.05,65.59,10.74
2330.0,1214,1166,34,0,1132,1.05,65.54,10.3
2331.0,1214,1166,34,0,1132,1.05,65.54,10.6
2332.0,1214,1167,35,0,1132,1.05,65.54,10.69
2333.0,1214,1167,35,0,1132,1.05,65.54,10.88
2334.0,1214,1168,35,0,1133,1.05,65.58,10.95
2335.0,1214,1168,35,0,1133,1.05,65.58,11.46
2336.0,1214,1169,35,0,1134,1.05,65.65,10.84
2337.0,1214,1169,35,0,1134,1.05,65.65,10.97
2338.0,1214,1170,36,0,1134,1.05,65.65,11.12
2339.0,1214,1170,36,0,1134,1.05,65.65,11.32
2340.0,1214,1171,37,0,1134,1.05,65.65,11.24
2341.0,1214,1171,37,0,1134,1.05,65.65,11.42
2342.0,1214,1172,38,0,1134,1.04,65.65,11.15
2343.0,1214,1172,38,0,1134,1.04,65.65,11.07
2344.0,1214,1173,38,0,1135,1.04,65.69,11.11
2345.0,1214,1173,37,0,1136,1.04,65.65,11.28
2346.0,1214,1174,38,0,1136,1.04,65.65,11.3
2347.0,1214,1174,37,0,1137,1.04,65.61,11.21
2348.0,1214,1175,38,0,1137,1.04,65.61,10.77
2349.0,1214,1175,34,0,1141,1.04,65.62,10.51
2350.0,1214,1176,35,0,1141,1.04,65.62,10.45
2351.0,1214,1176,33,0,1143,1.04,65.69,10.81
2352.0,1214,1177,33,0,1144,1.04,65.69,10.89
2353.0,1214,1177,32,0,1145,1.04,65.79,11.52
2354.0,1214,1178,31,0,1147,1.04,65.89,11.22
2355.0,1214,1178,31,0,1147,1.04,65.89,11.33
2356.0,1214,1179,31,0,1148,1.04,65.89,10.73
2357.0,1214,1179,31,0,1148,1.04,65.89,10.84
2358.0,1214,1179,31,1,1148,1.04,65.89,10.99
2359.0,1214,1180,32,0,1148,1.04,65.89,10.74
2360.0,1214,1181,32,0,1149,1.04,65.9,10.28
2361.0,1214,1181,31,0,1150,1.04,65.89,10.48
2362.0,1214,1182,32,0,1150,1.04,65.89,10.26
2363.0,1214,1182,31,0,1151,1.04,65.86,10.28
2364.0,1214,1183,32,0,1151,1.04,65.86,10.05
2365.0,1214,1183,32,0,1151,1.04,65.86,9.63
2366.0,1214,1184,33,0,1151,1.03,65.86,9.36
2367.0,1214,1184,32,0,1152,1.03,65.89,9.12
2368.0,1214,1185,32,0,1153,1.03,65.88,8.81
2369.0,1214,1185,32,0,1153,1.03,65.88,9.16
2370.0,1214,1186,32,0,1154,1.03,65.86,9.12
2371.0,1214,1186,31,0,1155,1.03,65.82,8.62
2372.0,1214,1187,31,0,1156,1.03,65.84,8.22
2373.0,1214,1187,30,0,1157,1.03,65.84,8.13
2374.0,1214,1188,31,0,1157,1.03,65.84,8.42
2375.0,1214,1188,30,0,1158,1.03,65.82,8.73
2376.0,1214,1189,31,0,1158,1.03,65.82,9.51
2377.0,1214,1189,31,0,1158,1.03,65.82,10.07
2378.0,1214,1190,32,0,1158,1.03,65.82,9.79
2379.0,1214,1190,32,0,1158,1.03,65.82,10.09
2380.0,1214,1191,32,0,1159,1.03,65.82,9.77
2381.0,1214,1191,31,0,1160,1.03,65.78,9.71
2382.0,1214,1192,32,0,1160,1.03,65.78,9.38
2383.0,1214,1192,31,0,1161,1.03,65.78,9.51
2384.0,1214,1193,32,0,1161,1.03,65.78,9.3
2385.0,1214,1193,32,0,1161,1.03,65.78,9.11
2386.0,1214,1194,33,0,1161,1.03,65.78,8.89
2387.0,1214,1194,32,0,1162,1.03,65.75,8.77
2388.0,1214,1194,31,1,1163,1.03,65.72,8.54
2389.0,1214,1195,32,0,1163,1.03,65.72,8.75
2390.0,1214,1196,32,0,1164,1.03,65.69,8.66
2391.0,1214,1196,32,0,1164,1.03,65.69,9.2
2392.0,1214,1197,33,0,1164,1.02,65.69,8.96
2393.0,1214,1197,32,0,1165,1.02,65.74,8.83
2394.0,1214,1198,33,0,1165,1.02,65.74,8.86
2395.0,1214,1198,33,0,1165,1.02,65.74,9.3
2396.0,1214,1199,34,0,1165,1.02,65.74,9.1
2397.0,1214,1199,34,0,1165,1.02,65.74,9.52
2398.0,1214,1199,33,1,1166,1.02,65.71,9.8
2399.0,1214,1199,33,1,1166,1.02,65.71,10.29
2400.0,1214,1200,34,1,1166,1.02,65.71,10.41
2401.0,1214,1201,34,0,1167,1.02,65.7,10.22
2402.0,1214,1202,35,0,1167,1.02,65.7,9.73
2403.0,1214,1202,35,0,1167,1.02,65.7,9.78
2404.0,1214,1203,35,0,1168,1.02,65.71,9.21
2405.0,1214,1203,35,0,1168,1.02,65.71,9.24
2406.0,1214,1204,36,0,1168,1.02,65.71,8.76
2407.0,1214,1204,36,0,1168,1.02,65.71,8.56
2408.0,1214,1205,36,0,1169,1.02,65.68,8.7
2409.0,1214,1205,36,0,1169,1.02,65.68,8.99
2410.0,1214,1206,36,0,1170,1.02,65.72,9.13
2411.0,1214,1206,36,0,1170,1.02,65.72,9.83
2412.0,1214,1207,36,0,1171,1.02,65.72,9.67
2413.0,1214,1207,34,0,1173,1.02,65.71,9.56
2414.0,1214,1207,34,1,1173,1.02,65.71,9.87
2415.0,1214,1207,33,1,1174,1.02,65.72,9.99
2416.0,1214,1209,35,0,1174,1.02,65.72,9.89
2417.0,1214,1209,35,0,1174,1.02,65.72,10.39
2418.0,1214,1210,35,0,1175,1.02,65.71,10.62
2419.0,1214,1210,35,0,1175,1.02,65.71,10.99
2420.0,1214,1211,36,0,1175,1.02,65.71,11.05
2421.0,1214,1211,36,0,1175,1.02,65.71,11.19
2422.0,1214,1212,34,0,1178,1.02,65.8,10.32
2423.0,1214,1212,34,0,1178,1.02,65.8,10.53
2424.0,1214,1213,35,0,1178,1.01,65.8,10.34
2425.0,1214,1213,33,0,1180,1.01,65.74,10.01
2426.0,1315,1214,34,0,1180,1.01,65.74,10.01
2427.0,1315,1214,33,0,1181,1.01,65.8,10.55
2428.0,1315,1215,33,0,1182,1.01,65.78,9.97
2429.0,1315,1215,33,0,1182,1.01,65.78,10.19
2430.0,1315,1216,34,0,1182,1.01,65.78,10.16
2431.0,1315,1216,34,0,1182,1.01,65.78,10.1
2432.0,1315,1217,34,0,1183,1.01,65.76,10.08
2433.0,1315,1217,34,0,1183,1.01,65.76,10.18
2434.0,1315,1218,35,0,1183,1.01,65.76,9.85
2435.0,1315,1218,34,0,1184,1.01,65.78,10.2
2436.0,1315,1218,33,1,1185,1.01,65.76,10.42
2437.0,1315,1218,33,1,1185,1.01,65.76,10.47
2438.0,1315,1220,35,0,1185,1.01,65.76,10.16
2439.0,1315,1220,34,0,1186,1.01,65.78,10.33
2440.0,1315,1221,35,0,1186,1.01,65.78,9.72
2441.0,1315,1221,35,0,1186,1.01,65.78,9.28
2442.0,1315,1222,35,0,1187,1.01,65.75,8.78
2443.0,1315,1222,33,0,1189,1.01,65.74,8.88
2444.0,1315,1223,34,0,1189,1.01,65.74,9.1
2445.0,1315,1223,34,0,1189,1.01,65.74,9.61
2446.0,1315,1224,34,0,1190,1.01,65.71,9.45
2447.0,1315,1224,33,0,1191,1.01,65.73,9.52
2448.0,1315,1224,33,1,1191,1.01,65.73,9.85
2449.0,1315,1224,32,1,1192,1.01,65.71,9.32
2450.0,1315,1225,33,1,1192,1.01,65.71,9.47
2451.0,1315,1226,33,0,1193,1.01,65.69,9.41
2452.0,1315,1227,34,0,1193,1.01,65.69,9.45
2453.0,1315,1227,34,0,1193,1.01,65.69,9.9
2454.0,1315,1228,35,0,1193,1.01,65.69,9.95
2455.0,1315,1228,35,0,1193,1.01,65.69,9.95
2456.0,1315,1229,35,0,1194,1.01,65.79,9.05
2457.0,1315,1229,35,0,1194,1.01,65.79,9.24
2458.0,1315,1229,35,1,1194,1.01,65.79,9.45
2459.0,1315,1230,36,0,1194,1.01,65.79,9.09
2460.0,1315,1231,36,0,1195,1.0,65.79,8.82
2461.0,1315,1231,36,0,1195,1.0,65.79,9.17
2462.0,1315,1232,37,0,1195,1.0,65.79,8.77
2463.0,1315,1232,37,0,1195,1.0,65.79,8.74
2464.0,1315,1233,38,0,1195,1.0,65.79,8.75
2465.0,1315,1233,37,0,1196,1.0,65.79,8.69
2466.0,1315,1233,37,1,1196,1.0,65.79,9.42
2467.0,1315,1233,37,1,1196,1.0,65.79,9.52
2468.0,1315,1235,39,0,1196,1.0,65.79,9.29
2469.0,1315,1235,39,0,1196,1.0,65.79,9.34
2470.0,1315,1236,40,0,1196,1.0,65.79,9.47
2471.0,1315,1236,40,0,1196,1.0,65.79,9.34
2472.0,1315,1237,41,0,1196,1.0,65.79,9.49
2473.0,1315,1237,41,0,1196,1.0,65.79,9.65
2474.0,1315,1238,42,0,1196,1.0,65.79,9.59
2475.0,1315,1238,42,0,1196,1.0,65.79,9.61
2476.0,1315,1238,42,1,1196,1.0,65.79,9.64
2477.0,1315,1238,42,1,1196,1.0,65.79,9.58
2478.0,1315,1239,42,1,1197,1.0,65.81,9.24
2479.0,1315,1240,43,0,1197,1.0,65.81,9.11
2480.0,1315,1240,42,1,1198,1.0,65.82,9.36
2481.0,1315,1241,42,0,1199,1.0,65.82,8.93
2482.0,1315,1242,43,0,1199,1.0,65.82,8.66
2483.0,1315,1242,41,0,1201,1.0,65.79,8.24
2484.0,1315,1243,42,0,1201,1.0,65.79,8.13
2485.0,1315,1243,42,0,1201,1.0,65.79,8.34
2486.0,1315,1244,43,0,1201,1.0,65.79,8.31
2487.0,1315,1244,42,0,1202,1.0,65.76,8.03
2488.0,1315,1245,43,0,1202,1.0,65.76,8.02
2489.0,1315,1245,43,0,1202,1.0,65.76,8.28
2490.0,1315,1246,43,0,1203,1.0,65.75,8.15
2491.0,1315,1246,41,0,1205,1.0,65.69,8.19
2492.0,1315,1246,41,1,1205,1.0,65.69,8.44
2493.0,1315,1246,41,1,1205,1.0,65.69,9.04
2494.0,1315,1246,39,2,1207,1.0,65.64,9.54
2495.0,1315,1248,40,0,1208,1.0,65.72,9.49
2496.0,1315,1249,40,0,1209,1.0,65.69,9.65
2497.0,1315,1249,39,0,1210,1.0,65.69,9.9
2498.0,1315,1250,38,0,1212,1.0,65.81,9.21
2499.0,1315,1250,37,0,1213,1.0,65.86,9.23
2500.0,1315,1250,35,1,1215,1.0,65.92,9.02
2501.0,1315,1250,34,1,1216,1.0,65.93,8.76
2502.0,1315,1251,35,1,1216,1.0,65.93,8.39
2503.0,1315,1251,35,1,1216,1.0,65.93,8.21
2504.0,1315,1252,35,1,1217,1.0,65.98,7.46
2505.0,1315,1252,34,1,1218,1.0,66.0,7.54
2506.0,1315,1253,34,1,1219,1.0,66.05,7.9
2507.0,1315,1253,34,1,1219,1.0,66.05,8.11
2508.0,1315,1254,35,1,1219,0.99,66.05,8.08
2509.0,1315,1254,34,1,1220,0.99,66.03,7.59
2510.0,1315,1255,35,1,1220,0.99,66.03,7.59
2511.0,1315,1255,34,1,1221,0.99,66.03,7.59
2512.0,1315,1256,34,1,1222,0.99,66.02,7.49
2513.0,1315,1256,34,1,1222,0.99,66.02,7.34
2514.0,1315,1257,35,1,1222,0.99,66.02,7.36
2515.0,1315,1257,34,1,1223,0.99,66.04,7.27
2516.0,1315,1258,35,1,1223,0.99,66.04,6.99
2517.0,1315,1258,34,1,1224,0.99,66.03,6.91
2518.0,1315,1259,35,1,1224,0.99,66.03,6.97
2519.0,1315,1259,33,1,1226,0.99,66.0,6.73
2520.0,1315,1260,33,1,1227,0.99,65.98,6.35
2521.0,1315,1260,33,1,1227,0.99,65.98,6.52
2522.0,1315,1261,34,1,1227,0.99,65.98,6.22
2523.0,1315,1261,34,1,1227,0.99,65.98,6.86
2524.0,1315,1262,35,1,1227,0.99,65.98,7.24
2525.0,1315,1262,34,1,1228,0.99,66.02,7.86
2526.0,1315,1263,35,1,1228,0.99,66.02,8.28
2527.0,1315,1263,34,1,1229,0.99,66.0,8.45
2528.0,1315,1264,34,1,1230,0.99,65.98,7.68
2529.0,1315,1264,34,1,1230,0.99,65.98,7.49
2530.0,1315,1265,34,1,1231,0.99,65.97,7.34
2531.0,1315,1265,34,1,1231,0.99,65.97,7.73
2532.0,1315,1266,35,1,1231,0.98,65.97,8.0
2533.0,1315,1266,34,1,1232,0.98,65.95,7.49
2534.0,1315,1267,35,1,1232,0.98,65.95,7.0
2535.0,1315,1267,34,1,1233,0.98,65.92,7.05
2536.0,1315,1268,35,1,1233,0.98,65.92,7.38
2537.0,1315,1268,35,1,1233,0.98,65.92,8.03
2538.0,1315,1269,36,1,1233,0.98,65.92,8.48
2539.0,1315,1269,35,1,1234,0.98,65.9,8.59
2540.0,1315,1270,36,1,1234,0.98,65.9,8.29
2541.0,1315,1270,35,1,1235,0.98,65.86,8.31
2542.0,1315,1271,36,1,1235,0.98,65.86,8.05
2543.0,1315,1271,36,1,1235,0.98,65.86,8.09
2544.0,1315,1273,38,0,1235,1.01,65.86,8.01
2545.0,1315,1273,37,0,1236,1.01,65.86,8.1
2546.0,1315,1274,38,0,1236,1.01,65.86,8.34
2547.0,1315,1274,37,0,1237,1.01,65.94,8.3
2548.0,1315,1275,38,0,1237,1.01,65.94,8.45
2549.0,1315,1275,38,0,1237,1.01,65.94,9.02
2550.0,1315,1276,39,0,1237,1.01,65.94,9.44
2551.0,1315,1276,37,0,1239,1.01,65.97,9.41
2552.0,1315,1277,38,0,1239,1.01,65.97,9.59
2553.0,1315,1277,38,0,1239,1.01,65.97,9.73
2554.0,1315,1278,39,0,1239,1.01,65.97,9.69
2555.0,1315,1278,39,0,1239,1.01,65.97,9.91
2556.0,1315,1279,38,0,1241,1.01,65.91,9.21
2557.0,1315,1279,38,0,1241,1.01,65.91,9.21
2558.0,1315,1279,38,1,1241,1.01,65.91,9.27
2559.0,1315,1280,37,0,1243,1.01,65.88,8.98
2560.0,1315,1281,37,0,1244,1.01,65.89,8.82
2561.0,1315,1281,36,0,1245,1.01,65.9,8.68
2562.0,1315,1281,36,1,1245,1.01,65.9,9.04
2563.0,1315,1282,36,0,1246,1.01,65.88,8.97
2564.0,1315,1283,37,0,1246,1.01,65.88,8.78
2565.0,1315,1283,36,0,1247,1.01,65.84,8.61
2566.0,1315,1284,37,0,1247,1.01,65.84,8.6
2567.0,1315,1284,35,0,1249,1.01,65.89,8.07
2568.0,1315,1284,35,1,1249,1.01,65.89,8.41
2569.0,1315,1284,34,1,1250,1.01,65.9,8.52
2570.0,1315,1285,35,1,1250,1.01,65.9,8.75
2571.0,1315,1285,35,1,1250,1.01,65.9,8.9
2572.0,1315,1286,36,1,1250,1.01,65.9,9.05
2573.0,1315,1286,34,1,1252,1.01,65.89,8.52
2574.0,1315,1287,35,1,1252,1.0,65.89,8.48
2575.0,1315,1287,35,1,1252,1.0,65.89,8.94
2576.0,1315,1288,35,1,1253,1.0,65.97,8.68
2577.0,1315,1288,34,1,1254,1.0,65.96,8.72
2578.0,1315,1289,34,1,1255,1.0,66.03,8.65
2579.0,1315,1289,34,1,1255,1.0,66.03,9.01
2580.0,1315,1290,35,1,1255,1.0,66.03,9.11
2581.0,1315,1290,34,1,1256,1.0,66.0,8.82
2582.0,1315,1291,34,1,1257,1.0,66.12,8.66
2583.0,1315,1291,33,1,1258,1.0,66.1,8.57
2584.0,1315,1292,33,1,1259,1.0,66.08,7.91
2585.0,1315,1292,33,1,1259,1.0,66.08,8.17
2586.0,1315,1292,33,2,1259,1.0,66.08,8.66
2587.0,1315,1292,33,2,1259,1.0,66.08,8.87
2588.0,1315,1294,35,1,1259,1.0,66.08,8.57
2589.0,1315,1294,35,1,1259,1.0,66.08,9.19
2590.0,1315,1295,35,1,1260,1.0,66.04,9.05
2591.0,1315,1295,34,1,1261,1.0,66.02,9.24
2592.0,1315,1296,33,1,1263,1.0,65.98,9.08
2593.0,1315,1296,33,1,1263,1.0,65.98,9.44
2594.0,1315,1297,32,1,1265,1.0,65.95,9.65
2595.0,1315,1297,30,1,1267,1.0,66.05,9.33
2596.0,1315,1298,31,1,1267,1.0,66.05,9.41
2597.0,1315,1298,31,1,1267,1.0,66.05,9.45
2598.0,1315,1299,31,1,1268,1.0,66.08,8.91
2599.0,1315,1299,30,1,1269,1.0,66.09,8.52
2600.0,1315,1300,31,1,1269,1.0,66.09,8.19
2601.0,1315,1300,31,1,1269,1.0,66.09,8.6
2602.0,1315,1301,32,1,1269,1.0,66.09,8.74
2603.0,1315,1301,31,1,1270,1.0,66.09,8.64
2604.0,1315,1302,32,1,1270,0.99,66.09,8.71
2605.0,1315,1302,32,1,1270,0.99,66.09,9.0
2606.0,1315,1303,32,1,1271,0.99,66.21,8.64
2607.0,1315,1303,32,1,1271,0.99,66.21,8.68
2608.0,1315,1304,33,1,1271,0.99,66.21,8.52
2609.0,1315,1304,32,1,1272,0.99,66.21,8.57
2610.0,1315,1305,32,1,1273,0.99,66.17,8.16
2611.0,1315,1305,32,1,1273,0.99,66.17,8.59
2612.0,1315,1305,32,2,1273,0.99,66.17,8.92
2613.0,1315,1305,32,2,1273,0.99,66.17,9.33
2614.0,1315,1307,34,1,1273,0.99,66.17,9.19
2615.0,1315,1307,33,1,1274,0.99,66.14,9.07
2616.0,1315,1308,33,1,1275,0.99,66.12,8.35
2617.0,1315,1308,33,1,1275,0.99,66.12,8.06
2618.0,1315,1309,33,1,1276,0.99,66.12,7.32
2619.0,1315,1309,33,1,1276,0.99,66.12,7.66
2620.0,1315,1309,32,2,1277,0.99,66.12,7.93
2621.0,1315,1309,32,2,1277,0.99,66.12,8.39
2622.0,1315,1310,33,2,1277,0.99,66.12,8.69
2623.0,1315,1310,33,2,1277,0.99,66.12,9.09
2624.0,1315,1311,34,2,1277,0.99,66.12,8.87
2625.0,1315,1311,34,2,1277,0.99,66.12,8.89
2626.0,1315,1311,33,3,1278,0.99,66.12,8.48
