step,vehicle_count,avg_speed,total_waiting_time,stopped_vehicles,congestion_label,current_congestion,future_congestion
280,7,8.57,0.0,1,Low,Medium,Medium
281,6,9.88,0.0,0,Low,Medium,Medium
282,6,8.5,0.0,1,Low,Medium,Medium
283,6,8.57,0.0,0,Low,Medium,Medium
284,6,8.43,0.0,0,Low,Medium,Medium
285,7,7.77,1.0,2,Low,Medium,Medium
286,7,8.8,0.0,0,Low,Medium,Medium
287,7,9.77,0.0,0,Low,Medium,Medium
288,7,9.34,0.0,0,Low,Medium,Medium
289,7,9.22,1.0,1,Low,Medium,Medium
290,7,6.98,2.0,2,Low,Medium,Medium
291,8,6.82,3.0,2,Low,Medium,Medium
292,7,7.44,0.0,0,Low,Medium,Medium
293,7,7.97,0.0,0,Low,Medium,Medium
294,8,7.67,0.0,1,Low,Medium,Medium
295,6,6.59,0.0,0,Low,Medium,Medium
296,6,6.27,1.0,1,Low,Medium,Medium
297,7,5.95,2.0,2,Low,Medium,Medium
298,7,6.04,4.0,2,Low,Medium,Medium
299,7,6.81,6.0,2,Low,Medium,Medium
300,8,6.63,8.0,3,Low,Medium,Medium
301,8,7.24,11.0,3,Low,Medium,Medium
302,7,6.6,14.0,3,Low,Medium,Medium
303,7,6.18,17.0,3,Low,Medium,Medium
304,7,6.37,20.0,3,Low,Medium,Medium
305,6,5.73,24.0,4,Low,Medium,Medium
306,6,6.0,28.0,4,Low,Medium,Medium
307,6,5.84,32.0,4,Low,Medium,Medium
308,6,5.85,36.0,4,Low,Medium,Medium
309,6,5.98,40.0,4,Low,Medium,Medium
310,6,5.88,44.0,4,Low,Medium,Medium
311,6,5.89,48.0,4,Low,Medium,Medium
312,7,5.13,52.0,5,Low,Medium,Medium
313,7,5.31,56.0,4,Low,Medium,High
314,7,5.58,60.0,4,Low,Medium,Medium
315,8,5.1,64.0,5,Low,Medium,Medium
316,8,5.07,68.0,4,Low,Medium,Medium
317,8,5.25,72.0,4,Low,Medium,Medium
318,9,4.96,76.0,5,Low,High,High
319,9,5.5,80.0,4,Low,Medium,High
320,9,5.97,84.0,4,Low,Medium,High
321,9,5.84,88.0,4,Low,Medium,High
322,9,5.1,92.0,4,Low,Medium,High
323,9,4.83,97.0,5,Low,High,High
324,10,4.34,102.0,6,Low,High,High
325,10,4.54,107.0,5,Low,High,High
326,10,4.45,112.0,5,Low,High,Medium
327,11,4.2,117.0,6,Low,High,Medium
328,11,4.49,122.0,5,Low,High,High
329,11,4.55,127.0,5,Low,High,Medium
330,12,4.35,132.0,6,Low,High,High
331,11,5.03,101.0,4,Low,Medium,High
332,11,5.4,70.0,3,Low,Medium,High
333,10,4.72,44.0,2,Low,High,Medium
334,9,5.63,0.0,0,Low,Medium,Medium
335,10,4.78,0.0,1,Low,High,Medium
336,11,4.8,0.0,2,Low,High,Medium
337,11,4.96,2.0,2,Low,High,Medium
338,11,5.45,2.0,1,Low,Medium,Medium
339,12,5.48,4.0,3,Low,Medium,Medium
340,13,5.72,6.0,3,Low,Medium,Medium
341,11,6.26,9.0,3,Low,Medium,Medium
342,11,5.97,6.0,3,Low,Medium,Medium
343,11,6.35,3.0,1,Low,Medium,Medium
344,11,6.77,4.0,1,Low,Medium,Medium
345,11,7.53,5.0,1,Low,Medium,Medium
346,11,7.62,6.0,1,Low,Medium,Medium
347,11,7.57,7.0,2,Low,Medium,Medium
348,12,7.2,8.0,2,Low,Medium,Medium
349,12,7.89,9.0,1,Low,Medium,Medium
350,12,8.24,0.0,0,Low,Medium,Medium
351,12,8.01,0.0,0,Low,Medium,Medium
352,12,7.55,0.0,0,Low,Medium,High
353,13,7.04,1.0,2,Low,Medium,Medium
354,13,7.27,2.0,1,Low,Medium,High
355,12,6.31,4.0,2,Low,Medium,High
356,11,5.86,2.0,1,Low,Medium,High
357,13,4.75,0.0,2,Low,High,High
358,12,5.2,1.0,1,Low,Medium,High
